name,name_pt,name_en,barcode,brands,categories,calories_100g,protein_100g,carbs_100g,fat_100g,fiber_100g,sodium_100g,sugar_100g,saturated_fat_100g,countries,source
Molho para salada italiano,,Molho para salada italiano,7896573360329,Mrs. Taste,,,,,,,,,,en:brazil,openfoodfacts
Milho,,Milho,7896292343702,Sofruta,,,,,,,,,,en:brazil,openfoodfacts
Atum,,Atum,7898943163073,,,,,,,,,,,en:brazil,openfoodfacts
Tortinha de frango com palmito,,Tortinha de frango com palmito,7898994538493,,,,,,,,,,,en:brazil,openfoodfacts
Rondelli De Três Queijos,Rondelli De Três Queijos,Rondelli de três queijos ao molho,7898637354961,Liv Up,,,,,,,,,,en:brazil,openfoodfacts
"Carne moida, arroz integral e purê de batata",,"Carne moida, arroz integral e purê de batata",7898637353186,,,,,,,,,,,en:brazil,openfoodfacts
Guaranita zero açúcar,,Guaranita zero açúcar,7897093151367,Cibal,,,,,,,,,,en:brazil,openfoodfacts
Biscoito waffer belma,,Biscoito waffer belma,7898921667654,,,,,,,,,,,en:brazil,openfoodfacts
Mon brigadier,,Mon brigadier,7898994546160,Mon brigadier,,,,,,,,,,en:brazil,openfoodfacts
"Chá verde, gengibre+ limão",,"Chá verde, gengibre+ limão",7891098041401,,,,,,,,,,,en:brazil,openfoodfacts
Rosquinhas,,Rosquinhas,7896063201422,,,,,,,,,,,en:brazil,openfoodfacts
Conchiglione Presunto E Queijo,Conchiglione Presunto E Queijo,,7898913000193,Massas Frescas,,,,,,,,,,en:brazil,openfoodfacts
Cuiabana,,Cuiabana,7898343550084,,,,,,,,,,,en:brazil,openfoodfacts
PÃO DE FORMA TRADICIONAL TRADIÇÃO,PÃO DE FORMA TRADICIONAL TRADIÇÃO,,7896002311410,TRADIÇÃO,en:plant-based-foods-and-beverages; en:plant-based-foods; en:cereals-and-potatoes; en:cereals-and-their-products; en:breads,,,,,,,,,en:brazil,openfoodfacts
SALG DE MILHO PRESUNTO DELICCE,SALG DE MILHO PRESUNTO DELICCE,,7898633332420,DELICCE,,,,,,,,,,en:brazil,openfoodfacts
BISC POLVILHO MOLHO CHIPOTLE CASSINI,BISC POLVILHO MOLHO CHIPOTLE CASSINI,,7898416780288,CASSINI,,,,,,,,,,en:brazil,openfoodfacts
BISC POLVILHO CEBOLA E SALSA CASSINI,BISC POLVILHO CEBOLA E SALSA CASSINI,,7898416780295,CASSINI,,,,,,,,,,en:brazil,openfoodfacts
BISC POLVILHO QUEIJO CASSINI,BISC POLVILHO QUEIJO CASSINI,,2881413780103,CASSINI,,,,,,,,,,en:brazil,openfoodfacts
Farofa Pronta picante,Farofa Pronta picante,,7898937532236,Zana,,,,,,,,,,en:brazil,openfoodfacts
BISC POLVILHO SAL CASSINI,BISC POLVILHO SAL CASSINI,,7898413238003,CASSINI,,,,,,,,,,en:brazil,openfoodfacts
Biscoito de Polvilho palito queijo,Biscoito de Polvilho palito queijo,,7898416780271,Cassini,,,,,,,,,,en:brazil,openfoodfacts
BISC WAFER TORTUGUITA CHOCOLAT,BISC WAFER TORTUGUITA CHOCOLAT,,7896058258103,Arcor,,,,,,,,,,en:brazil,openfoodfacts
Cereais em barra integral banoffe,,Cereais em barra integral banoffe,7898055422006,,,,,,,,,,,en:brazil,openfoodfacts
Budweiser 269ml,,Budweiser 269ml,7891991011877,Budweiser,,,,,,,,,,en:brazil,openfoodfacts
Doce de batata doce e abobora,,Doce de batata doce e abobora,7898364280410,Clamel,,,,,,,,,,en:brazil,openfoodfacts
Iridium protein bar,,Iridium protein bar,7899732103379,,,,,,,,,,,en:brazil,openfoodfacts
Snacks sabor queijo,,Snacks sabor queijo,7898380410389,,,,,,,,,,,en:brazil,openfoodfacts
Pasta de amendoim Brownie Cream,Pasta de amendoim Brownie Cream,,7898617450652,Vitapower,,,,,,,,,,en:brazil,openfoodfacts
Isolate Definition Morango Body Action - 900g,Isolate Definition Morango Body Action - 900g,Isolate definition,7897104907266,Body Action,en:dietary-supplements,,,,,,,,,en:brazil,openfoodfacts
Creatine turbo,,Creatine turbo,7898708731431,Black💀skull,,,,,,,,,,en:brazil,openfoodfacts
Pipoca tradicional,,Pipoca tradicional,7898617580694,,,,,,,,,,,en:brazil,openfoodfacts
Geleia de uva,,Geleia de uva,7898598811114,,,,,,,,,,,en:brazil,openfoodfacts
Suco misto de abacaxi e hortelã,,Suco misto de abacaxi e hortelã,7898962781043,Green people,,,,,,,,,,en:brazil,openfoodfacts
Biscoito amanteigado fino,,Biscoito amanteigado fino,7898575140664,Ponto verde,,,,,,,,,,en:brazil,openfoodfacts
Picolé de uva,,Picolé de uva,7898473360348,,,,,,,,,,,en:brazil,openfoodfacts
Pão de queijo tradicional,,Pão de queijo tradicional,7897036400330,,,,,,,,,,,en:brazil,openfoodfacts
Protein bar cookies & cream,,Protein bar cookies & cream,7898740694053,,,,,,,,,,,en:brazil,openfoodfacts
Moving,,Moving,7896050201626,,,,,,,,,,,en:brazil,openfoodfacts
Iogurte de morango,,Iogurte de morango,7896862002572,,,,,,,,,,,en:brazil,openfoodfacts
Butter toffee expresso caramelo,,Butter toffee expresso caramelo,7891118026388,,,,,,,,,,,en:brazil,openfoodfacts
Butter toffee menta,,Butter toffee menta,7891118026272,,,,,,,,,,,en:brazil,openfoodfacts
Água e sal panco,,Água e sal panco,7891203050526,,,,,,,,,,,en:brazil,openfoodfacts
Guaramor,,Guaramor,7898327470018,,,,,,,,,,,en:brazil,openfoodfacts
Mini chipa,,Mini chipa,7898623792265,Beni,,,,,,,,,,en:brazil,openfoodfacts
Guaraçaí,,Guaraçaí,7898939983159,,,,,,,,,,,en:brazil,openfoodfacts
Palmito,,Palmito,7898238050613,Tia léa,,,,,,,,,,en:brazil,openfoodfacts
Queijo minas frescal,,Queijo minas frescal,7896425000045,,,,,,,,,,,en:brazil,openfoodfacts
Whey Baunilha,Whey Baunilha,,7898665432617,Isofort,,,,,,,,,,en:brazil,openfoodfacts
Linguiça borrussia,,Linguiça borrussia,7898039484327,,,,,,,,,,,en:brazil,openfoodfacts
Kkochkäse  tessmann,,Kkochkäse  tessmann,7898281692921,Tessmann,,,,,,,,,,en:brazil,openfoodfacts
POSTRE PUDIM ZERO FRUTILLA,POSTRE PUDIM ZERO FRUTILLA,MORANGO ZERO,7896072077315,bretzke,,,,,,,,,,en:brazil,openfoodfacts
Bolinho de bacalhau,,Bolinho de bacalhau,7891527065657,,,,,,,,,,,en:brazil,openfoodfacts
Bom curry,,Bom curry,7896223200708,,,,,,,,,,,en:brazil,openfoodfacts
Sobrecoxa,,Sobrecoxa,7891515486945,,,,,,,,,,,en:brazil,openfoodfacts
"Fanta, mistério beetlejuice",,"Fanta, mistério beetlejuice",7894900095166,,,,,,,,,,,en:brazil,openfoodfacts
Sanduíche Integral Salpicão,Sanduíche Integral Salpicão,,7898935288074,Natural D'Petrópolis,,,,,,,,,,en:brazil,openfoodfacts
Salgadinho bacon,,Salgadinho bacon,7898633333991,,,,,,,,,,,en:brazil,openfoodfacts
Pão de queijo,,Pão de queijo,7898524180123,,,,,,,,,,,en:brazil,openfoodfacts
Manga,,Manga,7898965875459,Frutos de goiás,,,,,,,,,,en:brazil,openfoodfacts
Peixe cascudinho do mar,,Peixe cascudinho do mar,7896082507208,Costa sul,,,,,,,,,,en:brazil,openfoodfacts
Bombom De Chocolate Framboesa,Bombom De Chocolate Framboesa,,7898967660626,Bacio Di Latte,,,,,,,,,,en:brazil,openfoodfacts
Torrone com amendoim,,Torrone com amendoim,7896079816115,Montevergine,,,,,,,,,,en:brazil,openfoodfacts
Avellana,,Hazelnut,7701362014904,Juan Valdez,en:beverages-and-beverages-preparations; en:plant-based-foods-and-beverages; en:plant-based-foods; en:beverage-preparations; en:coffees,,,,,,,,,en:belgium; en:bolivia; en:brazil,openfoodfacts
Queijo oba,,Queijo oba,7899934813434,,,,,,,,,,,en:brazil,openfoodfacts
Requeijão stefanello light,,Requeijão stefanello light,7898915579659,,,,,,,,,,,en:brazil,openfoodfacts
PAO CASEIRINHO 400G RECEITA TRAD,,PAO CASEIRINHO 400G RECEITA TRAD,7896844300160,,,,,,,,,,,en:brazil,openfoodfacts
Iogurte zero apreciare,,Iogurte zero apreciare,7896791904350,Trevo,,,,,,,,,,en:brazil,openfoodfacts
Colágeno,,Colágeno,7898568347568,Wpink,,,,,,,,,,en:brazil,openfoodfacts
Requeijão  bufala,,Requeijão  bufala,7898905835413,Levitare,,,,,,,,,,en:brazil,openfoodfacts
Suco de laranja,,Suco de laranja,7898969797191,Mambo,,,,,,,,,,en:brazil,openfoodfacts
Manteiga com sal,,Manteiga com sal,7896636200357,,,,,,,,,,,en:brazil,openfoodfacts
Maizena,,Maizena,7898616500778,,,,,,,,,,,en:brazil,openfoodfacts
mentos,mentos,mentos,7895144190167,Mentos,,,,,,,,,,en:brazil,openfoodfacts
Molho Caseiro Funghi,Molho Caseiro Funghi,,7896329300593,Della Nonna,,,,,,,,,,en:brazil,openfoodfacts
Queijo Parmesão Ralado,Queijo Parmesão Ralado,,7896333039502,Tutti Giorni,,,,,,,,,,en:brazil,openfoodfacts
Pão de forma (1 fatia),,Pão de forma (1 fatia),7898950889027,,,,,,,,,,,en:brazil,openfoodfacts
Feijão corda,,Feijão corda,7898113320008,,,,,,,,,,,en:brazil,openfoodfacts
Suco de maça e uva,,Suco de maça e uva,7898952578882,,,,,,,,,,,en:brazil,openfoodfacts
Pao de mel,,Pao de mel,7899874582155,,,,,,,,,,,en:brazil,openfoodfacts
Mandioca Petisquete,,,7896519237340,DeMarchi,,,,,,,,,,en:brazil,openfoodfacts
Supremo cookies 'n' cream,,Supremo cookies 'n' cream,7898000471097,,,,,,,,,,,en:brazil,openfoodfacts
Chia,,Chia,7898960655087,,,,,,,,,,,en:brazil,openfoodfacts
Torrada,,Torrada,7896804600187,,,,,,,,,,,en:brazil,openfoodfacts
Farinha de arroz,Farinha de arroz,Farinha de arroz,7897626300347,Olim,en:plant-based-foods-and-beverages; en:plant-based-foods; en:cereals-and-potatoes; en:cereals-and-their-products; en:flours,,,,,,,,,en:brazil,openfoodfacts
Salchips,,Salchips,7897546000822,,,,,,,,,,,en:brazil,openfoodfacts
Geleia de goiaba sem açúcar,,Geleia de goiaba sem açúcar,7898051674546,,,,,,,,,,,en:brazil,openfoodfacts
Biscoito doce maisena,,Biscoito doce maisena,7896102830101,,,,,,,,,,,en:brazil,openfoodfacts
Pão de Mel,Pão de Mel,Pão de mel,7898910016012,Siareg,,,,,,,,,,en:brazil,openfoodfacts
batata rustica sal marinho,batata rustica sal marinho,batata rustica sal marinho,7892840820626,Lay's,en:plant-based-foods-and-beverages; en:plant-based-foods; en:snacks; en:cereals-and-potatoes; en:salty-snacks,,,,,,,,,en:brazil,openfoodfacts
Energy drink,,Energy drink,7891991306355,,,,,,,,,,,en:brazil,openfoodfacts
Cafe gourmet 100% arabica matas de minas,Cafe gourmet 100% arabica matas de minas,Cafe gourmet 100% arabica matas de minas,7896045109098,3 corações,en:plant-based-foods-and-beverages; en:plant-based-foods; en:coffees; en:brazilian-coffees,,,,,,,,,en:brazil,openfoodfacts
Leite em pó  integral instantâneo,,Leite em pó  integral instantâneo,7896079510198,,,,,,,,,,,en:brazil,openfoodfacts
Quinoa em flocos branca,,Quinoa em flocos branca,7897303502439,,,,,,,,,,,en:brazil,openfoodfacts
Filé de peixe tilápia,,Filé de peixe tilápia,7891527464832,Copacol,,,,,,,,,,en:brazil,openfoodfacts
Biscoito de morango,,Biscoito de morango,7896071024433,,,,,,,,,,,en:brazil,openfoodfacts
Torcida Sabor Cebola,,,7892840822699,Pepsico,,,,,,,,,,en:brazil,openfoodfacts
Uva preta,,Uva preta,7898961824673,,en:beverages-and-beverages-preparations; en:plant-based-foods-and-beverages; en:beverages; en:plant-based-beverages; en:fruit-based-beverages,,,,,,,,,en:brazil,openfoodfacts
Barrita,,Barrita,7898931524855,,,,,,,,,,,en:brazil,openfoodfacts
Waffer de pistache,,Waffer de pistache,7891962075792,,en:snacks; en:sweet-snacks; en:biscuits-and-cakes; en:biscuits-and-crackers; en:biscuits,,,,,,,,,en:brazil,openfoodfacts
Massa Pizza (Pizza),,Massa Pizza (Pizza),7896249508611,Bistek,,,,,,,,,,en:brazil,openfoodfacts
Queijo Prato Dela Vita Ralado,Queijo Prato Dela Vita Ralado,,2125830009530,Bistek,,,,,,,,,,en:brazil,openfoodfacts
Zaytas,,Zaytas,7898687736281,,,,,,,,,,,en:brazil,openfoodfacts
Queijo mussarela,,Queijo mussarela,7896716312512,,,,,,,,,,,en:brazil,openfoodfacts
Peixe Congelado Filé de Merluza sem Pele Mar e Rio Pescados,Peixe Congelado Filé de Merluza sem Pele Mar e Rio Pescados,,7908090300556,,,,,,,,,,,en:brazil,openfoodfacts
Whey,,Whey,7899941205802,,,,,,,,,,,en:brazil,openfoodfacts
Mix de sementes do bem,,Mix de sementes do bem,7894134316051,Castanha do bem,,,,,,,,,,en:brazil,openfoodfacts
Docile Canudinho Morango Uni Big 26G,Docile Canudinho Morango Uni Big 26G,,0586090917225,Docile,,,,,,,,,,en:brazil,openfoodfacts
Best whey toddy,,Best whey toddy,7898225523106,Atlhelica nutrition,,,,,,,,,,en:brazil,openfoodfacts
pão de forma Artesanale,,pão de forma Artesanale,7891203068958,Panco,,,,,,,,,,en:brazil,openfoodfacts
Leite Zero Lac Desnatado,Leite Zero Lac Desnatado,Leite zero lac desnatado,7896122305320,Porto Alegre,,,,,,,,,,en:brazil,openfoodfacts
Granola granatus,,Granola granatus,7896194401142,,,,,,,,,,,en:brazil,openfoodfacts
Pé de moça e quebra queixo,,Pé de moça e quebra queixo,7898527630366,,,,,,,,,,,en:brazil,openfoodfacts
Suco/Néctar de goiaba,,,7897195931768,Life,,,,,,,,,,en:brazil,openfoodfacts
Coca cola oreo,,Coca cola oreo,7894900029505,Coca cola,en:beverages-and-beverages-preparations; en:beverages; en:carbonated-drinks; en:sodas; en:colas,,,,,,,,,en:brazil,openfoodfacts
Lays salt & vinegar,,Lays salt & vinegar,7892840823382,Lay's,,,,,,,,,,en:brazil,openfoodfacts
Castanha agua e so,,Castanha agua e so,7898996123109,Cajueiro,,,,,,,,,,en:brazil,openfoodfacts
Biscoito beijinho,,Biscoito beijinho,7898403891676,,,,,,,,,,,en:brazil,openfoodfacts
Goiabada  flormel,,Goiabada  flormel,7896653703220,,,,,,,,,,,en:brazil,openfoodfacts
Maca peruana,,Maca peruana,7898597175125,Melcoprol,,,,,,,,,,en:brazil,openfoodfacts
"Marmita de frango assado, couscous e legumes mediterrâneos",,"Marmita de frango assado, couscous e legumes mediterrâneos",7898637353513,,,,,,,,,,,en:brazil,openfoodfacts
Anéis de cebola,,Anéis de cebola,7896419720287,,,,,,,,,,,en:brazil,openfoodfacts
Crema de cacahuete,,Crema de cacahuete,7906008074766,We natural,,,,,,,,,,en:brazil,openfoodfacts
Lámen sabor carne (miojo),,Lámen sabor carne (miojo),7896022207410,,,,,,,,,,,en:brazil,openfoodfacts
Açaí movido,,Açaí movido,7898967300515,,,,,,,,,,,en:brazil,openfoodfacts
Lasanha ao molho de frango congelada,,Lasanha ao molho de frango congelada,7891164026578,aurora,,,,,,,,,,en:brazil,openfoodfacts
Pate ervas finas,,Pate ervas finas,7896333297070,,,,,,,,,,,en:brazil,openfoodfacts
Proteína em barra leite e avelã,,Proteína em barra leite e avelã,7898755418026,,,,,,,,,,,en:brazil,openfoodfacts
Pão oriental legumes,,Pão oriental legumes,7898015781501,,,,,,,,,,,en:brazil,openfoodfacts
Alfajor,,Alfajor,7898972960247,Nutella,,,,,,,,,,en:brazil; en:germany,openfoodfacts
Sorvete gemoção,,Sorvete gemoção,7898557430851,,,,,,,,,,,en:brazil,openfoodfacts
Biscoito de Polvilho,Biscoito de Polvilho,Biscoito de polvilho,7898416780042,Cassini,,,,,,,,,,en:brazil,openfoodfacts
Picolé  de morango eskimó,,Picolé  de morango eskimó,7898125160159,,,,,,,,,,,en:brazil,openfoodfacts
PAO DE QUEIJO D FARM PALITO 300G,,PAO DE QUEIJO D FARM PALITO 300G,7898994802266,,,,,,,,,,,en:brazil,openfoodfacts
Colágeno + C,,,7898236855470,Alfa Strong,en:dietary-supplements,,,,,,,,,en:bolivia; en:brazil,openfoodfacts
Pepino em conserva agridocei,,Pepino em conserva agridocei,7898562802797,,,,,,,,,,,en:brazil,openfoodfacts
Açai Zero,Açai Zero,,7898930697376,SouIce,,,,,,,,,,en:brazil,openfoodfacts
Biscoito artezanal,,Biscoito artezanal,7898702240007,,,,,,,,,,,en:brazil,openfoodfacts
Pasta de amendoim leitinho black,,Pasta de amendoim leitinho black,7897765387414,,,,,,,,,,,en:brazil,openfoodfacts
Neugebauer preto e branco,,Neugebauer preto e branco,7891360019633,,,,,,,,,,,en:brazil,openfoodfacts
Dux recharge 4:1,,Dux recharge 4:1,7898641070079,,,,,,,,,,,en:brazil,openfoodfacts
Bombom caju,,Bombom caju,7896653707792,Flormel,,,,,,,,,,en:brazil,openfoodfacts
Suco tial,,Suco tial,7896005310120,,,,,,,,,,,en:brazil,openfoodfacts
Creme de ricota sabor azeitona preta,,Creme de ricota sabor azeitona preta,7898598750123,Quatá,,,,,,,,,,en:brazil,openfoodfacts
Pão do padre,,Pão do padre,7898947004129,,,,,,,,,,,en:brazil,openfoodfacts
Extrato de soja,,Extrato de soja,7896069581849,Sua mãe,,,,,,,,,,en:brazil,openfoodfacts
Pão francês integral,,Pão francês integral,7908625603527,,,,,,,,,,,en:brazil,openfoodfacts
Apresuntado,,Apresuntado,7891164007171,Aurora,,,,,,,,,,en:brazil,openfoodfacts
Ravioli com queijo,,Ravioli com queijo,7891737233013,,,,,,,,,,,en:brazil,openfoodfacts
Queijo minas padrão reduzido em gorduras totais,,Queijo minas padrão reduzido em gorduras totais,7896030520471,Tirolez,,,,,,,,,,en:brazil,openfoodfacts
Granola,,Granola,7898330152581,,,,,,,,,,,en:brazil,openfoodfacts
S'oui brioche integral,,S'oui brioche integral,7908427000227,,,,,,,,,,,en:brazil,openfoodfacts
Granola combate,,Granola combate,7898925147022,,,,,,,,,,,en:brazil,openfoodfacts
Geleia zero adição de açúcar,,Geleia zero adição de açúcar,7899934810570,,,,,,,,,,,en:brazil,openfoodfacts
Biscoito de polvilho,,Biscoito de polvilho,7898258090033,Mais + mineiro,,,,,,,,,,en:brazil,openfoodfacts
Bolo de aipim,,Bolo de aipim,7898951665132,,,,,,,,,,,en:brazil,openfoodfacts
Leite vegetal de caju,,Leite vegetal de caju,7898994719212,,,,,,,,,,,en:brazil,openfoodfacts
Iogurte,,Iogurte,7898037640343,,,,,,,,,,,en:brazil,openfoodfacts
Requeijão cremoso light,,Requeijão cremoso light,7898200380656,Vale milk,,,,,,,,,,en:brazil,openfoodfacts
Uva fina de mesa,,Uva fina de mesa,7908046701222,,,,,,,,,,,en:brazil,openfoodfacts
Doce de leite formel,,Doce de leite formel,7896653702513,,,,,,,,,,,en:brazil,openfoodfacts
Veggie burger,,Veggie burger,7891132161355,,,,,,,,,,,en:brazil,openfoodfacts
Whey protein,,Whey protein,7898637252946,,,,,,,,,,,en:brazil,openfoodfacts
Sortidos,,Sortidos,7891152321296,,,,,,,,,,,en:brazil,openfoodfacts
Mate couro zero açúcares,,Mate couro zero açúcares,7896478800074,,,,,,,,,,,en:brazil,openfoodfacts
Energético Morango e Pêssego,Energético Morango e Pêssego,Energético morango e pêssego,7898080665010,Baly,,,,,,,,,,en:brazil,openfoodfacts
Suco De Uva Integral,,,7891141007477,Aurora,,,,,,,,,,en:brazil,openfoodfacts
Cookies,Cookies,,0602883521032,Sense+,,,,,,,,,,en:brazil,openfoodfacts
Doce de leite com café,,Doce de leite com café,7898956894384,,,,,,,,,,,en:brazil,openfoodfacts
Gelatina diet,,Gelatina diet,7896072093759,Bretzel,,,,,,,,,,en:brazil,openfoodfacts
Refrigerante sabor abacaxi,,Refrigerante sabor abacaxi,7897453700174,,,,,,,,,,,en:brazil,openfoodfacts
Doce de banana coberto com açúcar,,Doce de banana coberto com açúcar,7898958338015,Bananinha Santa Branca,,,,,,,,,,en:brazil,openfoodfacts
Pura juice protein,,Pura juice protein,7898661013292,Pura vida,,,,,,,,,,en:brazil,openfoodfacts
Biscoito de fécula de mandioca,,Biscoito de fécula de mandioca,7898021630817,,,,,,,,,,,en:brazil,openfoodfacts
Power protein crisp,,Power protein crisp,7899941206304,,,,,,,,,,,en:brazil,openfoodfacts
Macarrão de sêmola integral,Macarrão de sêmola integral,Macarrão integral,7896022205539,Galo,en:plant-based-foods-and-beverages; en:plant-based-foods; en:pastas; en:dry-pastas,,,,,,,,,en:brazil,openfoodfacts
Picolé batom,,Picolé batom,7899975802985,Garoto,,,,,,,,,,en:brazil,openfoodfacts
ISOCRISP,ISOCRISP,,7898665435137,vitafor,,,,,,,,,,en:brazil,openfoodfacts
Queijo coalho,,Queijo coalho,7898515540707,Sertanorte,,,,,,,,,,en:brazil,openfoodfacts
Cartoon  zoo,,Cartoon  zoo,7896011108780,,,,,,,,,,,en:brazil,openfoodfacts
Sopa Detox,Sopa Detox,Sopa detox,0602883602144,Mexidona Foods,pt:mistura-para-o-preparo-de-sopa,,,,,,,,,en:brazil,openfoodfacts
Queijo coalho light,Queijo coalho light,,7898695690025,Ilpla,en:dairies; en:fermented-foods; en:fermented-milk-products; en:cheeses; pt:queijo,,,,,,,,,en:brazil,openfoodfacts
Corn Tortillas,,Corn Tortillas,0789091409601,Don Chente,,,,,,,,,,en:brazil,openfoodfacts
Bebida de aveia orgânica,,Bebida de aveia orgânica,7898968764187,,,,,,,,,,,en:brazil,openfoodfacts
Uva brasil,,Uva brasil,7898938976121,,,,,,,,,,,en:brazil,openfoodfacts
Ejoy coco,,Ejoy coco,7896261402812,,,,,,,,,,,en:brazil,openfoodfacts
Mrs taste goiabada,,Mrs taste goiabada,7896573360497,Mrs taste,,,,,,,,,,en:brazil,openfoodfacts
Cobertura fracionada blend,,Cobertura fracionada blend,7896066765686,,,,,,,,,,,en:brazil,openfoodfacts
Palatinose,,Palatinose,7898665434154,Vitafor,,,,,,,,,,en:brazil,openfoodfacts
Chocolate em pó melken 70%,,Chocolate em pó melken 70%,7897077837560,,,,,,,,,,,en:brazil,openfoodfacts
Catchup,,Catchup,7898372018449,,,,,,,,,,,en:brazil,openfoodfacts
Iso protein Whey Isolate,,Iso protein Whey Isolate,0745110312864,Pretorian,,,,,,,,,,en:brazil,openfoodfacts
Pão autraliano cacau e mel,,Pão autraliano cacau e mel,7891203069825,,,,,,,,,,,en:brazil,openfoodfacts
Dece de goiaba,,Dece de goiaba,7898601940534,,,,,,,,,,,en:brazil,openfoodfacts
Cookie integrais,,Cookie integrais,7897714902316,,,,,,,,,,,en:brazil,openfoodfacts
Barra Proteica,,Double Whey Frapê De Coco,7898962720400,Pinati,,,,,,,,,,en:brazil,openfoodfacts
"pulsi 1,1kg","pulsi 1,1kg",Bebida láctea,7896791904107,,,,,,,,,,,en:brazil,openfoodfacts
Requeijão cremoso,,Requeijão cremoso,7897628800234,,,,,,,,,,,en:brazil,openfoodfacts
